ID,item_cnt_month
0,1.0658058482958235
1,0.0
2,1.6031177190235704
3,0.17071190668935374
4,0.0
5,0.8191324989325556
6,1.4621908744450016
7,0.1569734377293407
8,2.383517880143226
9,0.0
10,4.2617790328359675
11,0.24773113394681545
12,0.004299547586872373
13,0.7027782211379089
14,2.6630999233767407
15,3.7419150492158892
16,0.0
17,0.09116783981023446
18,2.660109469270388
19,0.005485957086513071
20,1.229988879915518
21,0.0
22,1.1679345480258698
23,1.49063083467242
24,2.5365240068907466
25,0.0
26,0.0
27,1.0437626550649444
28,1.2786128791745055
29,4.113244089403159
30,0.830620210824413
31,0.0
32,0.8794811744614796
33,1.172770503937121
34,0.017360394438158566
35,0.0059815372985245205
36,0.08704595322740459
37,1.0157162424727988
38,0.3035927480580596
39,0.05586161411124412
40,0.8549610041959086
41,1.6783153296427797
42,4.62502934107748
43,5.146140574081998
44,0.6661741745829847
45,0.0
46,1.6051010469068592
47,0.2613114746526279
48,0.48705199928607745
49,1.6398836627376894
50,2.889909865309228
51,0.24773113394681545
52,0.791213914254691
53,0.25310001920713754
54,9.973096213909999
55,4.163037418624081
56,4.823065884253398
57,4.072151952515659
58,6.591956899620453
59,6.39261762414542
60,5.217337698295022
61,0.7629373945323699
62,0.7406774246364743
63,0.38405820878197433
64,0.0
65,0.0
66,1.4161684038839422
67,0.008680197219079283
68,0.6661741745829847
69,0.05138337597032652
70,0.0
71,1.7974936815113887
72,0.802409304578868
73,1.9994630055721987
74,0.0
75,0.0
76,0.385538256533703
77,0.0
78,0.6197161922499331
79,1.1616364424766155
80,2.0239632894776083
81,6.525604645729914
82,1.755009384697597
83,0.38304519610173554
84,1.7633677425991743
85,2.0258531417573544
86,1.0397314513498492
87,0.014585447548130915
88,4.797282427381985
89,2.219094417615873
90,1.3554003809262203
91,0.3594987363022777
92,4.551169588179402
93,0.17071190668935374
94,0.44794205954525057
95,0.003306117171367431
96,0.008680197219079283
97,0.9128549306054846
98,1.2037475736564147
99,2.7982401625675792
100,1.657146233706135
